season,pfr_player_name,round,pick,position,age,height_inches,weight,forty,vertical,broad_jump,shuttle,bench,cone,college,pfr_player_id,cfb_player_id
2022,Derek Stingley Jr.,1,3,CB,21,72,190,4.46621415919971,35.85376772434134,120.06346325966399,4.172872696099119,15.349005580443318,6.98561089009074,LSU,StinDe00,derek-stingley-jr-1
2014,Ed Stinson,5,160,DE,24,75,287,4.98,30.58856814270712,110.63148305895334,4.508700837103035,24.375944927210316,7.4257547250708456,Alabama,StinEd00,ed-stinson-1
2003,Jon Stinchcomb,2,37,T,24,77,302,4.99,35,115,4.62,32,7.83,Georgia,StinJo20,jon-stinchcomb-1
2000,Shyrone Stith,7,243,RB,22,68,206,4.6,35,111,4.14,13,7.14,Virginia Tech,StitSh00,shyrone-stith-1
2011,Luke Stocker,4,104,TE,23,77,255,4.68,33,115,4.4,27,7.03,Tennessee,StocLu00,luke-stocker-1
2021,Eric Stokes,1,29,DB,22,72,194,4.31,38.5,128,4.36,14,6.96,Georgia,StokEr00,eric-stokes-2
2007,Daren Stone,6,203,DB,22,75,211,4.58,39,132,4.44,13,7.13,Maine,StonDa99,NA
2020,Geno Stone,7,219,S,21,70,207,4.62,33.5,116,4.273392424218213,12,7.1173542826880265,Iowa,StonGe00,geno-stone-1
2001,Michael Stone,2,54,DB,23,72,201,4.51,41,127,4.201492631392295,17,7.023120814182166,Memphis,StonMi20,michael-stone-1
2014,Bryan Stork,4,105,C,23,76,315,5.44,29.08093417986815,107.93073573362544,4.809372698011417,26.981659377823473,7.819821957004445,Florida St.,StorBr00,bryan-stork-1
2022,Jordan Stout,4,130,P,24,75,209,4.65,35.04235430141092,118.60991240731525,4.293001458625282,17.117168957645102,7.143054319553261,Penn St.,StouJo00,jordan-stout-2
2006,Maurice Stovall,3,90,WR,21,76,215,4.57,35,122,4.14,17.67553633991935,6.81,Notre Dame,StovMa00,maurice-stovall-1
2004,Derrick Strait,3,76,DB,24,71,189,4.52,35.81970647839823,120.00244657978968,4.208028976194651,15.255944350064276,7.031687493137243,Oklahoma,StraDe20,derrick-strait-1
2014,Devin Street,5,146,WR,23,75,198,4.55,37,124,4.01,16.093495423475648,6.89,Pittsburgh,StreDe00,devin-street-1
2018,Kentavius Street,4,128,DT,22,74,280,4.87,30.89710583204892,111.1841917135684,4.436801044277117,28,7.331521256564983,North Carolina St.,StreKe00,kentavius-street-1
2012,Tommy Streeter,6,198,WR,22,77,219,4.37,33,125,4.1099838041593095,17,7.08,Miami (FL),StreTo00,tommy-streeter-1
2003,Donald Strickland,3,90,DB,22,70,187,4.53,35.5,121,4.04,16,6.98,Colorado,StriDo20,donald-strickland-1
2006,Zach Strief,7,210,G,22,79,349,5.38,21,94,4.83,19,8.01,Northwestern,StriZa20,zach-strief-1
2020,Justin Strnad,5,178,LB,24,75,238,4.74,29,113,4.49,19.815944638637298,7.401244991802923,Wake Forest,StrnJu00,justin-strnad-1
2018,Greg Stroman,7,241,CB,22,72,180,4.48,33.5,113,4.45,16,7.34882010165949,Virginia Tech,StroGr00,greg-stroman-1
2015,Jaelen Strong,3,70,WR,21,75,215,4.44,42,123,4.155738217775803,17.67553633991935,6.963154061496619,Arizona St.,StroJa01,jaelen-strong-1
2020,Jason Strowbridge,5,154,DE,23,76,275,4.89,31,113,4.37,26,7.45,North Carolina,StroJa02,jason-strowbridge-1
2001,Marcus Stroud,1,13,DT,23,78,312,5.13,30,110,4.72,21,8.07,Georgia,StroMa01,NA
2009,Sammie Stroughter,7,233,WR,23,69,182,4.45,30,110,4.28,13,7.03,Oregon St.,StroSa00,sammie-stroughter-1
2007,Chansi Stuckey,7,235,WR,23,70,182,4.56,35,120,4.14,14.604515737410988,6.91,Clemson,StucCh20,chansi-stuckey-1
2010,Darrell Stuckey,4,110,DB,23,71,205,4.46,39.5,120,4.168810907380514,17,6.980287419406775,Kansas,StucDa20,darrell-stuckey-1
2007,Kasey Studdard,6,183,G,23,72,299,5.18,29.629887066665525,108.91411968310695,4.639427733150157,32,7.597088304172409,Texas,StudKa20,NA
2022,Andrew Stueber,7,245,OL,23,79,325,5.224834946870306,24.5,101,4.9,27.912271681613884,7.94,Michigan,StueAn00,andrew-stueber-1
2012,Nathan Stupar,7,230,LB,24,74,241,4.65,31,116,4.28,21,6.84,Penn St.,StupNa01,nathan-stupar-1
2013,Caleb Sturgis,5,166,K,24,70,188,4.77,35.785645232455124,119.94142989991536,4.371437596253555,15.162883119685237,7.245854467014201,Florida,SturCa00,caleb-sturgis-1
2011,Quan Sturdivant,6,171,LB,22,73,241,4.75,34,115,4.5,21,7.414351214338781,North Carolina,SturQu00,quan-sturdivant-1
2021,Amon-Ra St. Brown,4,112,WR,21,71,197,4.51,38.5,127,4.17,20,6.88,USC,StxxAm00,amon-ra-st-brown-1
2014,Xavier Su'a-Filo,2,33,G,23,76,307,5.04,25,102,4.44,25,7.6,UCLA,Sua-Xa00,xavier-sua-filo-1
2016,Nate Sudfeld,6,187,QB,22,78,234,5.02,29,105,4.5348462163124585,19.44369971712113,7.460021440891156,Indiana,SudfNa00,nate-sudfeld-1
2003,Lee Suggs,4,115,RB,23,72,205,4.44,34.997270386129074,118.52914992344054,4.155738217775803,16.744924036128936,6.963154061496619,Virginia Tech,SuggLe00,lee-suggs-1
2003,Terrell Suggs,1,10,LB,20,75,260,4.84,32.130263351489205,113.39324706415553,4.417192009870048,21.863291706976202,7.305821219699748,Arizona St.,SuggTe99,terrell-suggs-1
2010,Ndamukong Suh,1,2,DT,23,76,307,5.03,35.5,105,4.44,32,7.21,Nebraska,SuhxNd99,ndamukong-suh-1
2001,Alex Sulfsted,6,176,T,23,75,320,5.3,30.5,96,4.717863870778431,27.44696552971868,7.699888451633349,Miami (OH),SulfAl20,NA
2003,Johnathan Sullivan,1,6,DT,22,75,313,5.1,29.103972756472523,107.97200660949935,4.587136974731308,26.795536917065387,7.5285548725317835,Georgia,SullJo23,NA
2008,John Sullivan,6,187,C,23,76,300,5.35,30,103,4.55,21,7.62,Notre Dame,SullJo24,NA
2001,Marques Sullivan,5,144,G,23,77,325,5.32,30.5,98,4.8,28,8.36,Illinois,SullMa20,NA
2020,Stephen Sullivan,7,251,TE,23,77,248,4.66,36.5,123,4.62,20.74655694242771,7.51,LSU,SullSt00,stephen-sullivan-1
2019,Ty Summers,7,226,LB,23,73,241,4.51,36,123,4.201492631392295,27,7.023120814182166,TCU,SummTy00,ty-summers-1
2014,Vinnie Sunseri,5,167,DB,22,71,210,4.574881211562667,34.620610204901055,117.85440790907685,4.243901228389117,18,7.078702465149554,Alabama,SunsVi00,vinnie-sunseri-1
2021,Chazz Surratt,3,78,LB,24,74,229,4.58,31,111.36851440444386,4.16,25,7.02,North Carolina,SurrCh00,chazz-surratt-1
2021,Patrick Surtain II,1,9,DB,21,74,208,4.42,39,131,4.14266552817109,18,6.946020703586461,Alabama,SurtPa01,patrick-surtain-ii-1
2001,Vinny Sutherland,5,136,WR,23,68,188,4.48,35.60332309547393,119.61482142867027,4.1818835969852275,15.162883119685237,6.997420777316933,Purdue,SuthVi00,vinny-sutherland-1
2017,Cameron Sutton,3,94,CB,22,71,188,4.52,34,120,4.208028976194651,11,6.81,Tennessee,SuttCa00,cameron-sutton-1
2018,Courtland Sutton,2,40,WR,22,75,218,4.54,35.5,124,4.11,18,6.57,SMU,SuttCo00,courtland-sutton-1
2014,Will Sutton,3,82,DT,22,73,303,5.36,28.5,99,4.82,24,7.93,Arizona St.,SuttWi00,will-sutton-1
2020,Freddie Swain,6,214,WR,22,72,197,4.46,36.5,124,4.26,16,7.05,Florida,SwaiFr00,freddie-swain-1
2005,Bill Swancutt,6,184,DE,23,76,264,5,34,113,4.24,23,7.35,Oregon St.,SwanBi20,bill-swancutt-1
2015,Damian Swann,5,167,CB,22,72,180,4.5,33,118,4.19495628658994,14.418393276652907,7.014554135227089,Georgia,SwanDa02,damian-swann-1
2014,Travis Swanson,3,76,C,23,77,312,5.28,26,95,4.65,20,7.73,Arkansas,SwanTr00,travis-swanson-1
2013,D.J. Swearinger,2,57,DB,22,71,208,4.67,37,124,4.11,17,6.7,South Carolina,SweaDJ00,dj-swearinger-1
2018,Josh Sweat,4,130,DE,21,76,251,4.53,39.5,124,4.28,21.025740633564833,7.126014318549892,Florida St.,SweaJo00,josh-sweat-1
2019,Montez Sweat,1,26,DE,23,78,260,4.41,36,125,4.29,21,7,Mississippi St.,SweaMo00,montez-sweat-1
2012,J.R. Sweezy,7,225,DT,23,77,296,4.97,36,113,4.41,21,7.4,North Carolina St.,SweeJ.00,jr-sweezy-1
2008,Limas Sweed,2,53,WR,23,77,220,4.48,35,118.53403970275224,4.1818835969852275,18.140842491814556,6.997420777316933,Texas,SweeLi00,limas-sweed-1
2019,Tommy Sweeney,7,228,TE,24,76,251,4.83,32.735322822907165,114.47713930151215,4.410655665067692,17,7.297254540744669,Boston Col.,SweeTo00,tommy-sweeney-1
2020,D'Andre Swift,2,35,RB,21,68,212,4.48,35.5,121,4.1818835969852275,17.396352648782226,6.997420777316933,Georgia,SwifDA00,dandre-swift-1
2017,Ryan Switzer,4,133,WR,22,68,181,4.51,32,116,4,11,6.77,North Carolina,SwitRy00,ryan-switzer-1
2013,Ryan Swope,6,174,WR,22,72,205,4.34,37,125,4.25,16,6.76,Texas A&M,SwopRy00,ryan-swope-1
2010,Stevenson Sylvester,5,166,LB,22,74,225,4.71,34.03759607216057,116.81000727972103,4.332219527439419,23,7.194454393283731,Utah,SylvSt99,stevenson-sylvester-1
2006,Quinn Sypniewski,5,166,TE,24,78,265,4.77,32.5,114,4.52,20,7.09,Colorado,SypnQu00,quinn-sypniewski-1
2012,Alameda Ta'amu,4,109,DT,22,75,348,5.3,26,103,4.717863870778431,35,7.699888451633349,Washington,Ta'aAl00,alameda-taamu-1
2017,Teez Tabor,2,53,CB,21,72,199,4.62,31,120,4.273392424218213,9,7.1173542826880265,Florida,TaboTe00,jalen-tabor-1
2001,Joe Tafoya,7,234,DE,23,76,278,4.91,33,111,4.4,28,7.65,Arizona,TafoJo20,NA
2020,Tua Tagovailoa,1,5,QB,22,72,217,4.612914679889702,34.31207251555926,117.3016992544618,4.268761214690615,17.861658800677432,7.111284516420138,Alabama,TagoTu00,tua-tagovailoa-1
2019,Sione Takitaki,3,80,LB,24,73,238,4.63,37,125,4.28,24,7.21,BYU,TakiSi00,sione-takitaki-1
2008,Aqib Talib,1,20,DB,22,74,202,4.44,38,131,4.22,10,6.82,Kansas,TaliAq99,aqib-talib-1
2014,Lorenzo Taliaferro,4,138,RB,22,72,229,4.58,33,118,4.22,18,6.88,Coastal Carolina,TaliLo00,NA
2008,Jacob Tamme,4,127,TE,23,76,234,4.58,30,109,4.27,18,6.99,Kentucky,TammJa00,jacob-tamme-1
2017,Cordrea Tankersley,3,97,CB,23,73,199,4.4,29.5,121,4.32,13,7,Clemson,TankCo00,cordrea-tankersley-1
2012,Ryan Tannehill,1,8,QB,24,76,220,4.65,34.50541732187918,117.64805352970727,4.293001458625282,18.140842491814556,7.143054319553261,Texas A&M,TannRy00,ryan-tannehill-1
2000,Jay Tant,5,164,TE,22,75,254,4.75,32.47286228677412,114.00697239864493,4.358364906648843,31,7.228721109104043,Northwestern,TantJa00,jay-tant-1
2004,Thomas Tapeh,5,162,FB,24,73,243,4.8,32.5,114,4.52,23,7.65,Minnesota,TapeTh00,thomas-tapeh-1
2016,Charles Tapper,4,101,DE,23,75,276,4.59,34,119,4.253783389811145,23,7.091654245822792,Oklahoma,TappCh00,charles-tapper-1
2006,Darryl Tapp,2,63,DE,21,73,255,4.83,33,109,4.48,27,7.31,Virginia Tech,TappDa20,darryl-tapp-1
2015,Jaquiski Tartt,2,46,S,23,73,221,4.53,36.380116497631924,124,4.214565320997008,18.233903722193595,7.0402541720923235,Samford,TartJa00,NA
2018,Auden Tate,7,253,WR,21,77,228,4.68,31,112,4.3126104930323494,18.885332334846886,7.168754356418496,Florida St.,TateAu00,auden-tate-1
2010,Ben Tate,2,58,RB,22,71,214,4.34,40.5,124,4.12,26,6.91,Auburn,TateBe00,ben-tate-1
2009,Brandon Tate,3,83,WR,21,73,195,4.52,35.65942968009451,119.7153297165454,4.208028976194651,15.814311732338524,7.031687493137243,North Carolina,TateBr00,brandon-tate-1
2010,Golden Tate,2,60,WR,22,71,195,4.42,35,120,4.34,17,7.12,Notre Dame,TateGo00,golden-tate-1
2005,Lofa Tatupu,2,45,LB,22,72,238,4.83,35,113,4.16,23,7.31,USC,TatuLo99,lofa-tatupu-1
2017,Pita Taumoepenu,6,202,OLB,23,73,243,4.67,28.5,112,4.33,24,6.91,Utah,TaumPi00,pita-taumoepenu-3
2000,Mark Tauscher,7,224,T,23,76,320,5.37,27,90,4.84,22,7.91,Wisconsin,TausMa20,NA
2019,Jahlani Tavai,2,43,LB,22,74,250,4.79221531628858,32.61010050847346,114.25281838601529,4.385958292969111,20.93267940318579,7.264885615267179,Hawaii,TavaJa00,jahlani-tavai-1
2022,Alontae Taylor,2,49,DB,23,72,199,4.36,34.5,128,4.103447459356953,16.18655665385469,6.894620629855993,Tennessee,TaylAl01,alontae-taylor-1
2002,Ben Taylor,4,111,LB,24,74,245,4.83,35.5,120,4.09,19,6.56,Virginia Tech,TaylBe20,ben-taylor-1
2012,Brandon Taylor,3,73,DB,22,71,209,4.52,33.5,118,4.37,17.117168957645102,7.32,LSU,TaylBr02,brandon-taylor-1
2002,Chester Taylor,6,207,RB,22,71,213,4.58,33,114,4.2472470450087885,22,7.0830875668677145,Toledo,TaylCh01,chester-taylor-1
2001,Chris Taylor,7,218,WR,22,71,183,4.4,35.5,115,3.93,14.697576967790031,6.81,Texas A&M,TaylCh04,chris-taylor-2
2007,Courtney Taylor,6,197,WR,23,75,204,4.5,36,122,4.28,16.651862805749897,7.22,Auburn,TaylCo00,courtney-taylor-1
2009,Curtis Taylor,7,219,DB,24,74,208,4.49,37.5,129,4.23,13,7.25,LSU,TaylCu99,curtis-taylor-1
2020,Darrell Taylor,2,48,DE,23,76,267,4.884582310797093,31.821725662147408,112.84053840954047,4.446332545415609,22.514720319629493,7.34401345406717,Tennessee,TaylDa00,darrell-taylor-1
2020,Davion Taylor,3,103,LB,22,72,228,4.49,35,127,4.26,21,6.96,Colorado,TaylDa01,davion-taylor-1
2013,Devin Taylor,4,132,DE,23,79,266,4.72,35,128,4.3,14,6.89,South Carolina,TaylDe00,devin-taylor-1
2004,Jamaar Taylor,6,168,WR,23,72,197,4.46,35.45406896650895,119.34745036942638,4.168810907380514,16.000434193096606,6.980287419406775,Texas A&M,TaylJa00,jamaar-taylor-1
2013,Jamar Taylor,2,54,DB,22,71,192,4.39,35,127,4.06,22,6.82,Boise St.,TaylJa01,jamar-taylor-2
2019,Jawaan Taylor,2,35,T,21,77,312,5.129083178613745,29.343394716001196,108.40090263649267,4.606146743068103,24,7.553469497949498,Florida,TaylJa02,jawaan-taylor-1
2020,Jonathan Taylor,2,41,RB,21,70,226,4.39,36,123,4.24,17,7.01,Wisconsin,TaylJo02,jonathan-taylor-1
2016,Kelvin Taylor,6,211,RB,22,70,207,4.6,32,113,4.260319734613501,15,7.1002209247778705,Florida,TaylKe01,kelvin-taylor-1
2011,Phil Taylor,1,21,DT,23,75,337,5.09,29.5,100,4.77,31,7.75,Baylor,TaylPh00,phil-taylor-1
2018,Rod Taylor,7,252,G,23,75,320,5.24,30.5,99,4.6786458019642945,27.44696552971868,7.648488377902879,Mississippi,TaylRo01,rod-taylor-3
2004,Sean Taylor,1,5,DB,21,75,220,4.51,34.41425625338859,117.48474929408474,4.201492631392295,18.140842491814556,7.023120814182166,Miami (FL),TaylSe20,sean-taylor-1
2000,Shannon Taylor,6,184,LB,25,75,247,4.65,34.5,115,4.293001458625282,20.653495712048667,7.143054319553261,Virginia,TaylSh20,NA
2013,Stepfan Taylor,5,140,RB,22,69,214,4.76,30,110,4.5,17,7.13,Stanford,TaylSt00,stepfan-taylor-1
2017,Taywan Taylor,3,72,WR,22,71,203,4.5,33.5,132,4.21,13,6.57,Western Kentucky,TaylTa00,taywan-taylor-1
2000,Travis Taylor,1,10,WR,22,73,210,4.43,37,118,4.149201872973446,17.21023018802414,7.15,Florida,TaylTr01,travis-taylor-1
2017,Trent Taylor,5,177,WR,23,68,181,4.63,33,117,4.01,13,6.74,Louisiana Tech,TaylTr02,trent-taylor-2
2011,Tyrod Taylor,6,180,QB,22,72,221,4.47,37.5,126,4.09,18.233903722193595,6.78,Virginia Tech,TaylTy00,tyrod-taylor-1
2017,Vincent Taylor,6,194,DT,23,75,304,5.07,28.5,108,4.72,26,7.58,Oklahoma St.,TaylVi00,vincent-taylor-1
2010,Tim Tebow,1,25,QB,23,74,236,4.71,38.5,115,4.17,19.629822177879216,6.66,Florida,TeboTi00,tim-tebow-1
2015,Randall Telfer,6,198,TE,23,75,242,4.83,33.158060157343925,115.23442306762368,4.410655665067692,20,7.297254540744669,USC,TelfRa00,randall-telfer-1
2019,Marvell Tell III,5,144,S,23,74,198,4.454677490005704,42,136,4.01,16.093495423475648,6.63,USC,TellMa00,marvell-tell-iii-1
2018,Wyatt Teller,5,166,G,23,76,314,5.24,29,114,4.84,30,7.45,Virginia Tech,TellWy00,wyatt-teller-1
2010,Matt Tennant,5,158,C,23,76,274,5.15,25,98,4.62,27,7.6,Boston Col.,TennMa20,NA
2022,Luke Tenuta,6,209,OL,23,80,319,5.41,26,104,4.77,27.353904299339636,7.768219222806964,Virginia Tech,TenuLu00,luke-tenuta-1
2010,Daniel Te'o-Nesheim,3,86,DE,23,75,250,4.73,37,121,4.18,29,6.91,Washington,Teo-Da99,daniel-teo-nesheim-1
2013,Manti Te'o,2,38,LB,22,73,241,4.82,33,113,4.27,20.095128329774422,7.13,Notre Dame,TeoxMa00,manti-teo-1
2003,Scott Tercero,6,184,G,21,76,303,5.23,28.5,103,4.51,25,7.81,California,TercSc20,NA
2020,AJ Terrell,1,16,CB,21,73,195,4.42,34.5,129,4.14266552817109,15,6.946020703586461,Clemson,TerrAJ00,aj-terrell-1
2005,Adam Terry,2,64,T,23,80,330,5.4,28,96,4.78,28.37757783350909,7.89,Syracuse,TerrAd20,NA
2005,Claude Terrell,4,134,G,23,74,343,5.42,24.5,89,4.75,27,8.17,New Mexico,TerrCl20,NA
2004,Craig Terrill,6,189,DT,24,74,294,5.21,26.5,100,4.1,28,7.39,Purdue,TerrCr20,craig-terrill-1
2001,David Terrell,1,8,WR,22,75,215,4.43,34.69975536612601,117.99618707282588,4.149201872973446,17.67553633991935,6.95458738254154,Michigan,TerrDa00,david-terrell-1
2004,Jeb Terry,5,146,G,23,77,311,5.2,29,105,4.98,27,8.03,North Carolina,TerrJe20,NA
2017,Sam Tevi,6,190,T,22,77,311,5.27,26,107,4.6,15,7.84,Utah,TeviSa00,sam-tevi-1
2016,John Theus,5,145,T,22,79,317,5.22,28,103,4.78,27.167781838581554,7.9,Georgia,TheuJo00,john-theus-1
2022,Kayvon Thibodeaux,1,5,DE,21,76,254,4.58,32.56402335526471,114.17027663426747,4.2472470450087885,27,7.0830875668677145,Oregon,ThibKa00,kayvon-thibodeaux-1
2000,Adalius Thomas,6,186,LB,23,74,270,4.56,38.5,120,4.42,22.793904010766617,7.309501434051912,Southern Miss,ThomAd00,adalius-thomas-1
2021,Ambry Thomas,3,102,DB,21,71,191,4.37,38,122,4.1099838041593095,15,6.90318730881107,Michigan,ThomAm00,ambry-thomas-1
2001,Anthony Thomas,2,38,RB,23,74,228,4.58,32.5,115,4.44,20,7.48,Michigan,ThomAn01,anthony-thomas-2
2020,Andrew Thomas,1,4,T,21,77,315,5.22,30.5,109,4.66,21,7.58,Georgia,ThomAn02,andrew-thomas-2
2011,Brandyn Thompson,7,213,DB,21,69,189,4.5,33.5,114,4.12,13,6.66,Boise St.,ThomBr00,brandyn-thompson-1
2012,Brandon Thompson,3,93,DT,22,74,314,5.2,31,100,4.71,35,7.97,Clemson,ThomBr01,brandon-thompson-3
2014,Brandon Thomas,3,100,OL,23,75,317,5.09,29,98,4.83,35,8.13,Clemson,ThomBr02,brandon-thomas-3
2002,Bryan Thomas,1,22,DE,23,76,266,4.47,34.5,117.63834904046368,4.1753472521828705,33,6.988854098361852,Ala-Birmingham,ThomBr21,bryan-thomas-1
2022,Cameron Thomas,3,87,DE,22,76,267,4.884582310797093,31.821725662147408,112.84053840954047,4.446332545415609,24,7.34401345406717,San Diego St.,ThomCa03,cameron-thomas-2
2010,Cam Thomas,5,146,DT,23,75,330,5.16,29,102,4.78,31,7.68,North Carolina,ThomCa99,cam-thomas-1
2012,Christian Thompson,4,130,DB,22,72,213,4.42,31.5,122,4.13,18,7.33,South Carolina St.,ThomCh01,NA
2013,Chris Thompson,5,154,RB,22,68,195,4.42,35.20362433764154,118.89880853843268,4.14266552817109,21,6.946020703586461,Florida St.,ThomCh03,chris-thompson-1
2018,Chad Thomas,3,67,DE,22,78,281,4.92,29,116,4.469482768288898,23.81757754493607,7.374354651340374,Miami (FL),ThomCh06,chad-thomas-1
2003,Chaun Thompson,2,52,LB,23,74,250,4.58,35.5,123,4.22,29,7.01,West Texas A&M,ThomCh23,NA
2004,Chris Thompson,5,150,DB,22,72,187,4.5,35,117,4.14,12,7.09,Nicholls St.,ThomCh24,NA
2006,David Thomas,3,86,TE,23,75,240,4.67,37.5,113,4.34,19,7.05,Texas,ThomDa02,david-thomas-1
2011,Daniel Thomas,2,62,RB,23,72,225,4.62,33.85527393517938,116.48339880847595,4.273392424218213,21,7.1173542826880265,Kansas St.,ThomDa03,daniel-thomas-1
2013,Dallas Thomas,3,77,T,23,77,306,5.08,29.685993651286104,109.01462797098205,4.574064285126596,26.1441083044121,7.511421514621627,Tennessee,ThomDa04,NA
2016,Darian Thompson,3,71,S,22,73,213,4.69,32.5,118,4.33,12,7.26,Boise St.,ThomDa05,darian-thompson-1
2020,Daniel Thomas,5,157,S,22,70,215,4.51,37,125,4.201492631392295,24,7.023120814182166,Auburn,ThomDa07,daniel-thomas-3
2008,Devin Thomas,2,34,WR,21,74,215,4.41,28,126,4.26,17.67553633991935,7.15,Michigan St.,ThomDe02,devin-thomas-1
2010,Demaryius Thomas,1,22,WR,22,75,229,4.52,33.900357850461226,116.56416129235066,4.208028976194651,18.978393565225925,7.031687493137243,Georgia Tech,ThomDe03,demaryius-thomas-1
2014,De'Anthony Thomas,4,124,RB,21,69,174,4.39,32,124,4.123056493764022,8,6.920320666721226,Oregon,ThomDe05,deanthony-thomas-1
2019,Deionte Thompson,5,139,S,22,73,195,4.4933809222904495,35.65942968009451,119.7153297165454,4.190629829171618,15.814311732338524,7.008883783855444,Alabama,ThomDe06,deionte-thompson-1
2004,Dontarrious Thomas,2,48,LB,24,74,241,4.57,38.5,129,4,26,6.75904008754585,Auburn,ThomDo21,dontarrious-thomas-1
2008,Donald Thomas,6,195,G,22,75,295,5,24.5,100,4.78,28,7.45,Connecticut,ThomDo26,donald-thomas-1
2010,Earl Thomas,1,14,DB,21,70,208,4.43,32.320600979130326,113,4.149201872973446,21,6.95458738254154,Texas,ThomEa99,earl-thomas-1
2018,Ian Thomas,4,101,TE,22,76,259,4.74,36,123,4.2,21.770230476597163,7.15,Indiana,ThomIa00,ian-thomas-3
2022,Isaiah Thomas,7,223,DE,23,77,266,4.7,31.5,117,4.3256831826370625,22.42165908925045,7.185887714328652,Oklahoma,ThomIs01,isaiah-thomas-1
2011,J.T. Thomas,6,195,LB,23,73,241,4.65,30.5,114,4.28,23,7.23,West Virginia,ThomJ.02,jt-thomas-1
2000,Jason Thomas,7,222,G,23,75,300,5.22,29.5,100,4.665573112359581,23,7.99,Hampton,ThomJa20,NA
2009,Jaimie Thomas,7,236,T,23,76,330,5.29,28.22443684165588,106.39642239740199,4.711327525976075,20,7.69132177267827,Maryland,ThomJa22,jaimie-thomas-1
2014,Jemea Thomas,6,206,DB,24,69,192,4.52,37,125,4.208028976194651,19,7.031687493137243,Georgia Tech,ThomJe03,jemea-thomas-1
2008,Jeremy Thompson,4,102,DE,22,76,262,4.75,32,117,4.23,25,6.97,Wake Forest,ThomJe99,jeremy-thompson-1
2011,Josh Thomas,5,143,DB,22,70,196,4.46,38.5,126,4.15,13,6.99,Buffalo,ThomJo01,josh-thomas-3
2018,Jordan Thomas,6,211,TE,22,77,265,4.74,27,111,4.75,16,7.5,Mississippi St.,ThomJo05,jordan-thomas-6
2004,Joey Thomas,3,70,DB,24,73,195,4.44,38.5,122,3.88,17,6.82,Montana St.,ThomJo21,NA
2007,Joe Thomas,1,3,T,22,79,311,4.92,33,110,4.88,28,7.95,Wisconsin,ThomJo28,joe-thomas-2
2011,Julius Thomas,4,129,TE,23,76,251,4.64,35.5,111,4.31,16,6.96,Portland St.,ThomJu00,NA
2002,Kevin Thomas,6,176,DB,24,72,182,4.64,35,122,4.286465113822925,10,7.1344876405981825,UNLV,ThomKe22,kevin-thomas-2
2010,Kevin Thomas,3,94,DB,23,72,192,4.41,34.5,126,4.18,19,6.82,USC,ThomKe99,NA
2002,Lamont Thompson,2,41,DB,24,73,220,4.59,33.5,120,4.253783389811145,12,7.091654245822792,Washington St.,ThomLa21,lamont-thompson-1
2014,Logan Thomas,4,120,QB,23,78,248,4.61,35.5,118,4.18,20.74655694242771,7.05,Virginia Tech,ThomLo00,logan-thomas-1
2008,Marcus Thomas,5,166,RB,24,74,215,4.59,30,116,4.253783389811145,21,7.091654245822792,Texas-El Paso,ThomMa01,marcus-thomas-2
2007,Marcus Thomas,4,121,DT,21,75,314,5.23,29.046872933925037,107.86971905375111,4.672109457161938,27,7.6399216989478,Florida,ThomMa99,marcus-thomas-4
2009,Mike Thomas,4,107,WR,22,68,187,4.3,40.5,126,4.28,15.069821889306194,6.65,Arizona,ThomMi01,mike-thomas-9
2016,Michael Thomas,2,47,WR,23,75,212,4.57,35,126,4.13,18,6.8,Ohio St.,ThomMi05,michael-thomas-3
2000,Michael Thompson,4,100,T,23,76,295,5.28,26,104,4.73,16,7.99,Tennessee St.,ThomMi20,NA
2013,Phillip Thomas,4,119,DB,24,73,208,4.65,35,122,4.293001458625282,14,7.143054319553261,Fresno St.,ThomPh00,phillip-thomas-2
2000,Raynoch Thompson,2,41,LB,22,75,224,4.65,34.18585696319865,117.07559907109182,4.293001458625282,18.51308741333072,7.143054319553261,Tennessee,ThomRa23,raynoch-thompson-1
2002,Robert Thomas,1,31,LB,22,73,237,4.51,34,116,4.1,21,7.21,UCLA,ThomRo20,robert-thomas-1
2013,Shamarko Thomas,4,111,DB,22,69,213,4.42,40.5,133,4.26,28,7.0998018734781745,Syracuse,ThomSh00,shamarko-thomas-1
2015,Shaq Thompson,1,25,OLB,21,74,231,4.64,33.5,117,4.08,19.164516025984007,6.99,Washington,ThomSh01,shaq-thompson-1
2022,Skylar Thompson,7,247,QB,25,74,217,4.91,31,112,4.28,17.861658800677432,7,Kansas St.,ThomSk00,skylar-thompson-1
2004,Sloan Thomas,7,211,WR,22,74,200,4.5,35.465091635847685,119.36719617342678,4.19495628658994,16.27961788423373,7.014554135227089,Texas,ThomSl00,sloan-thomas-1
2017,Solomon Thomas,1,3,DE,22,75,273,4.69,35,126,4.28,30,6.95,Stanford,ThomSo00,solomon-thomas-2
2020,Stantley Thomas-Oliver,7,221,CB,22,72,192,4.48,34,127,4.1818835969852275,15.5351280412014,6.997420777316933,Florida International,ThomSt00,stantley-thomas-oliver-iii-1
2010,Syd'Quan Thompson,7,225,DB,23,69,182,4.75,33,117,4.26,14.604515737410988,6.73,California,ThomSy99,sydquan-thompson-1
2017,Tedric Thompson,4,111,S,22,72,204,4.6,32.5,117,4.36,17,7.11,Colorado,ThomTe00,tedric-thompson-1
